       0      70     0 1.000e+02 0.000e+00 0.000e+00 7.13295964557160433461291e-02 4.821e-01 -4.734e+02 -1.460e+02 1.011e+02     0     1    15     4     0     1      0     2     0     0 0.000e+00 0.000e+00       0      70     0 1.000e+02 0.000e+00 0.000e+00 7.13295956731104241477226e-02 5.367e-01 4.529e+02 8.781e+01 -5.940e+01     0     0     7    10     2     0      0     0     0     0 0.000e+00 0.000e+00
       0     219     0 1.000e+02 0.000e+00 0.000e+00 2.17772229446362375337998e-01 4.983e-01 4.559e+02 6.127e+01 -6.177e+01     0     0     6     8    24     0      0     0     0     0 0.000e+00 0.000e+00       0     219     0 1.000e+02 0.000e+00 0.000e+00 2.17772230119866933018002e-01 5.156e-01 -4.520e+02 -9.504e+01 9.582e+01     0     1    11    20    19     0      0     0     0     0 0.000e+00 0.000e+00
       0     222     0 1.000e+02 0.000e+00 0.000e+00 2.21681858461844211172220e-01 5.135e-01 4.584e+02 -5.837e+01 1.208e+02     0     0    13     6     1     0      0     0     0     0 0.000e+00 0.000e+00       0     222     0 1.000e+02 0.000e+00 0.000e+00 2.21681859166215161627278e-01 4.629e-01 -4.561e+02 9.058e+01 -1.874e+02     0     1     0     4    16     0      0     0     0     0 0.000e+00 0.000e+00
       0     296     0 1.000e+02 0.000e+00 0.000e+00 2.98642747960659260542116e-01 4.948e-01 -4.622e+02 -5.502e+01 7.339e+01     0     1    10    18    17     0      0     1     0     0 0.000e+00 0.000e+00       0     296     0 1.000e+02 0.000e+00 0.000e+00 2.98642747289189047776858e-01 5.475e-01 4.621e+02 3.603e+01 -4.822e+01     0     0     6    12    11     0      0     0     0     0 0.000e+00 0.000e+00
       0     382     0 1.000e+02 0.000e+00 0.000e+00 3.83037849850354050751378e-01 5.334e-01 -4.585e+02 -9.267e+00 1.135e+02     0     1    14     0    17     0      0     0     0     0 0.000e+00 0.000e+00       0     382     0 1.000e+02 0.000e+00 0.000e+00 3.83037849158360643730958e-01 4.965e-01 4.543e+02 7.712e+00 -6.983e+01     0     0     6     5    12     0      0     1     0     0 0.000e+00 0.000e+00
       0     495     0 1.000e+02 0.000e+00 0.000e+00 4.94446632710680733513442e-01 5.459e-01 4.794e+02 1.120e+01 5.693e+01     0     0    10    10    23     1      0     1     0     0 0.000e+00 0.000e+00       0     495     0 1.000e+02 0.000e+00 0.000e+00 4.94446633267231983044354e-01 4.781e-01 -4.503e+02 -9.717e+00 -7.390e+01     0     1     6     5     8     0      0     0     0     0 0.000e+00 0.000e+00
       0     536     0 1.000e+02 0.000e+00 0.000e+00 5.47267813226865240672225e-01 5.372e-01 -4.609e+02 -1.361e+02 -1.130e+02     0     1     3    23     7     0      0     0     0     0 0.000e+00 0.000e+00       0     536     0 1.000e+02 0.000e+00 0.000e+00 5.47267812530702779660885e-01 4.784e-01 4.619e+02 8.779e+01 7.288e+01     0     0    11    15    17     0      0     0     0     0 0.000e+00 0.000e+00
       0     594     0 1.000e+02 0.000e+00 0.000e+00 6.15439633140514419373801e-01 5.447e-01 4.577e+02 -7.797e+01 -4.199e+01     0     0     5    10    20     0      0     0     0     0 0.000e+00 0.000e+00       0     594     0 1.000e+02 0.000e+00 0.000e+00 6.15439633806971975182876e-01 5.466e-01 -4.516e+02 1.202e+02 6.476e+01     0     1     8    17     7     0      0     0     0     0 0.000e+00 0.000e+00
       0     606     0 1.000e+02 0.000e+00 0.000e+00 6.29497984569684754241337e-01 5.325e-01 4.503e+02 -9.492e+01 6.489e+00     0     0     8     4     5     0      0     1     0     0 0.000e+00 0.000e+00       0     606     0 1.000e+02 0.000e+00 0.000e+00 6.29497985295881412604047e-01 4.642e-01 -4.604e+02 1.519e+02 -1.043e+01     0     1     4    20    12     0      0     0     0     0 0.000e+00 0.000e+00
       0     682     0 1.000e+02 0.000e+00 0.000e+00 7.16641916782725707513180e-01 5.189e-01 4.775e+02 -5.151e+01 3.845e+01     0     0     9     6    23     1      0     2     0     0 0.000e+00 0.000e+00       0     682     0 1.000e+02 0.000e+00 0.000e+00 7.16641917413851858853491e-01 5.034e-01 -4.733e+02 9.397e+01 -3.533e+01     0     1     4    19     5     1      0     0     0     0 0.000e+00 0.000e+00
       0     709     0 1.000e+02 0.000e+00 0.000e+00 7.57473203931006811018278e-01 5.131e-01 4.562e+02 8.598e+00 1.115e+02     0     0    14     0    12     0      0     1     0     0 0.000e+00 0.000e+00       0     709     0 1.000e+02 0.000e+00 0.000e+00 7.57473204713412728850130e-01 5.467e-01 -4.794e+02 -2.167e+01 -1.656e+02     0     1     2     6    16     1      0     1     0     0 0.000e+00 0.000e+00
       0     740     0 1.000e+02 0.000e+00 0.000e+00 7.95018187569363710132109e-01 5.096e-01 -4.581e+02 8.736e+01 1.435e+02     0     1    12    14     2     0      0     0     0     0 0.000e+00 0.000e+00       0     740     0 1.000e+02 0.000e+00 0.000e+00 7.95018186855679487301529e-01 4.932e-01 4.532e+02 -5.529e+01 -9.080e+01     0     0     5     1    12     0      0     0     0     0 0.000e+00 0.000e+00
       0     808     0 1.000e+02 0.000e+00 0.000e+00 8.48299590375252821061736e-01 4.885e-01 4.595e+02 4.650e+01 -1.220e+02     0     0     2    17    24     0      0     1     0     0 0.000e+00 0.000e+00       0     808     0 1.000e+02 0.000e+00 0.000e+00 8.48299591072409375769325e-01 5.082e-01 -4.558e+02 -7.217e+01 1.892e+02     0     1    14    24    12     0      0     0     0     0 0.000e+00 0.000e+00
       0     905     0 1.000e+02 0.000e+00 0.000e+00 9.56263155331850578377839e-01 5.171e-01 -4.568e+02 1.495e+02 -4.758e+01     0     1     4    10    18     0      0     0     0     0 0.000e+00 0.000e+00       0     905     0 1.000e+02 0.000e+00 0.000e+00 9.56263154664636960688995e-01 5.281e-01 4.620e+02 -9.423e+01 2.442e+01     0     0     8     9     5     0      0     2     0     0 0.000e+00 0.000e+00
       0     971     0 1.000e+02 0.000e+00 0.000e+00 1.02415132325612256991576e+00 4.916e-01 -4.596e+02 4.826e+01 -1.911e+02     0     1     1     1    14     0      0     1     0     0 0.000e+00 0.000e+00       0     971     0 1.000e+02 0.000e+00 0.000e+00 1.02415132253770146952832e+00 4.954e-01 4.565e+02 -3.074e+01 1.217e+02     0     0    13     8     0     0      0     0     0     0 0.000e+00 0.000e+00
       0    1017     0 1.000e+02 0.000e+00 0.000e+00 1.05814670242636355013133e+00 5.527e-01 -4.590e+02 -1.287e+02 2.880e+01     0     1    11     8    10     0      0     1     0     0 0.000e+00 0.000e+00       0    1017     0 1.000e+02 0.000e+00 0.000e+00 1.05814670174538494329397e+00 5.477e-01 4.583e+02 8.067e+01 -9.977e+00     0     0     7    20    10     0      0     1     0     0 0.000e+00 0.000e+00
       0    1111     0 1.000e+02 0.000e+00 0.000e+00 1.14220813882255911586583e+00 5.310e-01 -4.538e+02 1.437e+02 1.835e+02     0     1    12    21     0     0      0     0     0     0 0.000e+00 0.000e+00       0    1111     0 1.000e+02 0.000e+00 0.000e+00 1.14220813815495558785074e+00 5.419e-01 4.693e+02 -9.582e+01 -1.224e+02     0     0     0    19    20     1      0     1     0     0 0.000e+00 0.000e+00
       0    1117     0 1.000e+02 0.000e+00 0.000e+00 1.15278211269736385879980e+00 5.574e-01 -4.630e+02 5.688e+01 3.886e+01     0     1     9     6    22     0      0     4     0     0 0.000e+00 0.000e+00       0    1117     0 1.000e+02 0.000e+00 0.000e+00 1.15278211200732383368006e+00 4.795e-01 4.607e+02 -3.175e+01 -2.477e+01     0     0     5    18    15     0      0     0     0     0 0.000e+00 0.000e+00
       0    1169     0 1.000e+02 0.000e+00 0.000e+00 1.19078371309729602600669e+00 5.385e-01 -4.652e+02 2.258e+01 -4.307e+01     0     1     5    13    22     1      0     2     0     0 0.000e+00 0.000e+00       0    1169     0 1.000e+02 0.000e+00 0.000e+00 1.19078371242675196128857e+00 4.848e-01 4.655e+02 -1.431e+01 2.676e+01     0     0     9     9     5     1      0     0     0     0 0.000e+00 0.000e+00
       0    1223     0 1.000e+02 0.000e+00 0.000e+00 1.24217114155153285359745e+00 5.205e-01 -4.525e+02 -6.030e+01 1.129e+02     0     1    14     3    18     0      0     1     0     0 0.000e+00 0.000e+00       0    1223     0 1.000e+02 0.000e+00 0.000e+00 1.24217114085288771185844e+00 5.352e-01 4.599e+02 3.809e+01 -6.461e+01     0     0     6     7    16     0      0     1     0     0 0.000e+00 0.000e+00
       0    1323     0 1.000e+02 0.000e+00 0.000e+00 1.34174554858726025052817e+00 5.143e-01 -4.670e+02 6.920e+01 1.068e+02     0     1    13     0     8     1      0     0     0     0 0.000e+00 0.000e+00       0    1323     0 1.000e+02 0.000e+00 0.000e+00 1.34174554785732791373221e+00 5.563e-01 4.535e+02 -4.314e+01 -6.655e+01     0     0     5     7    16     0      0     0     0     0 0.000e+00 0.000e+00
       0    1374     0 1.000e+02 0.000e+00 0.000e+00 1.39665795866685726878131e+00 4.929e-01 4.677e+02 9.454e+01 3.050e+01     0     0    11     5    14     1      0     1     0     0 0.000e+00 0.000e+00       0    1374     0 1.000e+02 0.000e+00 0.000e+00 1.39665795933668612782697e+00 4.892e-01 -4.540e+02 -1.553e+02 -5.126e+01     0     1     7    14    13     0      0     1     0     0 0.000e+00 0.000e+00
       0    1429     0 1.000e+02 0.000e+00 0.000e+00 1.45418878342554314109236e+00 4.970e-01 -4.503e+02 4.971e+01 -6.702e+01     0     1     5     6    19     0      0     0     0     0 0.000e+00 0.000e+00       0    1429     0 1.000e+02 0.000e+00 0.000e+00 1.45418878276850382924579e+00 5.589e-01 4.513e+02 -3.613e+01 3.967e+01     0     0     9     7    23     0      0     1     0     0 0.000e+00 0.000e+00
